dataset,model_type,lambda,distance_type,epoch,train_loss,train_acc,reg_term,embedding_norm,embedding_similarity,test_loss,test_acc,accuracy,precision,recall,f1_score,TP,FP,FN,TN,train_aucc,test_aucc
CIFAR10,CNN,0.25,canberra,1,8.77519,45.392,28.99439,19.50101,0.75895,1.28234,54.6,0.546,0.56033,0.546,0.54362,5460,4540,4540,85460,,
CIFAR10,CNN,0.25,canberra,2,8.34658,55.436,28.34811,22.35834,0.72112,1.18907,58.72,0.5872,0.58926,0.5872,0.58122,5872,4128,4128,85872,,
CIFAR10,CNN,0.25,canberra,3,7.79764,59.232,26.55825,23.59603,0.7016,1.11461,60.69,0.6069,0.60586,0.6069,0.60114,6069,3931,3931,86069,,
CIFAR10,CNN,0.25,canberra,4,7.40171,62.536,25.33526,23.09163,0.67137,1.07398,62.17,0.6217,0.62577,0.6217,0.61456,6217,3783,3783,86217,,
CIFAR10,CNN,0.25,canberra,5,7.11984,64.87,24.46514,23.27306,0.65637,1.04002,63.28,0.6328,0.64579,0.6328,0.6331,6328,3672,3672,86328,,
CIFAR10,CNN,0.25,canberra,6,6.83299,66.694,23.53086,22.9719,0.63899,0.98945,65.77,0.6577,0.66232,0.6577,0.65824,6577,3423,3423,86577,,
CIFAR10,CNN,0.25,canberra,7,6.18564,63.524,20.54738,23.78393,0.66252,1.06449,62.72,0.6272,0.64072,0.6272,0.62233,6272,3728,3728,86272,,
CIFAR10,CNN,0.25,canberra,8,6.06897,66.586,20.46263,24.68809,0.6537,1.01273,64.18,0.6418,0.64513,0.6418,0.63838,6418,3582,3582,86418,,
CIFAR10,CNN,0.25,canberra,9,5.68204,66.966,18.93483,24.39561,0.64131,1.05092,63.13,0.6313,0.63086,0.6313,0.62246,6313,3687,3687,86313,,
CIFAR10,CNN,0.25,canberra,10,5.47434,68.182,18.25467,24.59829,0.62647,0.9917,65.72,0.6572,0.6621,0.6572,0.65383,6572,3428,3428,86572,,
CIFAR10,CNN,0.25,canberra,11,5.40037,70.274,18.18794,25.06781,0.61832,0.97816,66.6,0.666,0.66996,0.666,0.66165,6660,3340,3340,86660,,
CIFAR10,CNN,0.25,canberra,12,5.27992,70.076,17.66486,25.26907,0.61013,1.01361,64.6,0.646,0.65145,0.646,0.64142,6460,3540,3540,86460,,
CIFAR10,CNN,0.25,canberra,13,5.21402,68.506,17.24694,24.95442,0.59457,1.00365,64.94,0.6494,0.65449,0.6494,0.64754,6494,3506,3506,86494,,
CIFAR10,CNN,0.25,canberra,14,5.25024,70.934,17.65779,25.73095,0.59415,0.95194,67.15,0.6715,0.67411,0.6715,0.67159,6715,3285,3285,86715,,
CIFAR10,CNN,0.25,canberra,15,4.87987,67.556,15.79086,25.40808,0.59938,1.05016,63.13,0.6313,0.63795,0.6313,0.61988,6313,3687,3687,86313,,
CIFAR10,CNN,0.25,canberra,16,4.85592,69.612,15.94699,26.14534,0.61181,1.00476,65.38,0.6538,0.65921,0.6538,0.6514,6538,3462,3462,86538,,
CIFAR10,CNN,0.25,canberra,17,4.74071,70.568,15.60524,25.94533,0.60057,1.03495,63.86,0.6386,0.65237,0.6386,0.64216,6386,3614,3614,86386,,
CIFAR10,CNN,0.25,canberra,18,4.662,70.816,15.31918,25.90038,0.57674,0.98147,66.46,0.6646,0.67386,0.6646,0.66544,6646,3354,3354,86646,,
CIFAR10,CNN,0.25,canberra,19,4.5463,71.486,14.93584,25.9639,0.57826,1.01395,65.35,0.6535,0.65615,0.6535,0.64886,6535,3465,3465,86535,,
CIFAR10,CNN,0.25,canberra,20,4.40364,69.166,14.09572,25.37959,0.55883,1.04232,63.91,0.6391,0.63864,0.6391,0.63027,6391,3609,3609,86391,1261.133,1213.105
CIFAR10,CNN,0.5,canberra,1,14.88581,43.864,26.63603,22.86629,0.80029,1.37536,50.04,0.5004,0.52549,0.5004,0.49423,5004,4996,4996,85004,,
CIFAR10,CNN,0.5,canberra,2,13.73886,54.308,24.90369,26.25239,0.74594,1.22443,56.55,0.5655,0.57524,0.5655,0.56653,5655,4345,4345,85655,,
CIFAR10,CNN,0.5,canberra,3,12.98032,57.812,23.57397,26.02074,0.71964,1.14195,59.89,0.5989,0.60581,0.5989,0.60059,5989,4011,4011,85989,,
CIFAR10,CNN,0.5,canberra,4,12.63056,55.706,22.75939,29.27467,0.76726,1.20537,57.07,0.5707,0.58249,0.5707,0.57092,5707,4293,4293,85707,,
CIFAR10,CNN,0.5,canberra,5,12.06442,58.746,21.79599,27.43168,0.72256,1.14832,59.19,0.5919,0.58903,0.5919,0.58567,5919,4081,4081,85919,,
CIFAR10,CNN,0.5,canberra,6,11.62197,60.796,21.02435,26.98067,0.70606,1.13255,59.08,0.5908,0.60722,0.5908,0.5886,5908,4092,4092,85908,,
CIFAR10,CNN,0.5,canberra,7,10.80963,60.228,19.36214,26.97442,0.71408,1.17278,58.33,0.5833,0.59188,0.5833,0.57974,5833,4167,4167,85833,,
CIFAR10,CNN,0.5,canberra,8,10.5022,61.562,18.82287,27.14382,0.72762,1.10973,60.74,0.6074,0.61008,0.6074,0.59983,6074,3926,3926,86074,,
CIFAR10,CNN,0.5,canberra,9,10.04326,63.358,18.00062,26.6404,0.70336,1.0847,61.17,0.6117,0.62621,0.6117,0.61143,6117,3883,3883,86117,,
CIFAR10,CNN,0.5,canberra,10,9.64895,63.288,17.21248,25.63071,0.6809,1.1532,58.93,0.5893,0.58573,0.5893,0.58127,5893,4107,4107,85893,,
CIFAR10,CNN,0.5,canberra,11,9.22404,63.336,16.35966,25.06078,0.67578,1.07035,61.63,0.6163,0.6208,0.6163,0.61598,6163,3837,3837,86163,,
CIFAR10,CNN,0.5,canberra,12,9.18895,65.2,16.38922,25.27689,0.6617,1.08478,61.55,0.6155,0.61902,0.6155,0.60687,6155,3845,3845,86155,,
CIFAR10,CNN,0.5,canberra,13,9.0563,66.478,16.19731,24.88777,0.6504,1.04225,63.28,0.6328,0.64018,0.6328,0.62989,6328,3672,3672,86328,,
CIFAR10,CNN,0.5,canberra,14,8.98995,67.87,16.12901,25.23939,0.65093,1.00006,64.65,0.6465,0.64594,0.6465,0.64342,6465,3535,3535,86465,,
CIFAR10,CNN,0.5,canberra,15,8.9293,68.96,16.07689,24.72405,0.63686,0.98159,65.32,0.6532,0.65908,0.6532,0.65302,6532,3468,3468,86532,,
CIFAR10,CNN,0.5,canberra,16,8.6758,66.088,15.39156,23.89553,0.64633,1.15221,59.58,0.5958,0.60205,0.5958,0.5947,5958,4042,4042,85958,,
CIFAR10,CNN,0.5,canberra,17,8.38183,63.9,14.71907,24.40563,0.69547,1.11556,60.69,0.6069,0.60705,0.6069,0.59416,6069,3931,3931,86069,,
CIFAR10,CNN,0.5,canberra,18,8.40105,65.468,14.85153,24.55245,0.68976,1.06833,61.87,0.6187,0.6395,0.6187,0.61844,6187,3813,3813,86187,,
CIFAR10,CNN,0.5,canberra,19,8.41469,67.2,14.96013,24.63667,0.68526,1.04406,62.87,0.6287,0.63434,0.6287,0.62456,6287,3713,3713,86287,,
CIFAR10,CNN,0.5,canberra,20,8.25254,68.288,14.69334,24.37217,0.67959,1.02112,63.75,0.6375,0.63834,0.6375,0.63315,6375,3625,3625,86375,1186.38,1149.285
CIFAR10,CNN,0.75,canberra,1,18.56489,38.542,22.44666,13.57916,0.74736,1.52633,46.03,0.4603,0.46123,0.4603,0.44842,4603,5397,5397,84603,,
CIFAR10,CNN,0.75,canberra,2,17.92542,49.24,22.00544,17.88526,0.7331,1.32762,52.57,0.5257,0.53382,0.5257,0.51849,5257,4743,4743,85257,,
CIFAR10,CNN,0.75,canberra,3,17.24721,53.508,21.24863,19.2717,0.72693,1.27056,54.83,0.5483,0.56081,0.5483,0.54712,5483,4517,4517,85483,,
CIFAR10,CNN,0.75,canberra,4,14.66882,53.086,17.79664,21.21777,0.72196,1.25451,55.54,0.5554,0.56939,0.5554,0.55493,5554,4446,4446,85554,,
CIFAR10,CNN,0.75,canberra,5,14.23898,57.102,17.37105,22.08215,0.70836,1.19635,57.68,0.5768,0.57231,0.5768,0.57154,5768,4232,4232,85768,,
CIFAR10,CNN,0.75,canberra,6,13.85795,58.672,16.92211,21.97407,0.69562,1.16241,58.97,0.5897,0.59335,0.5897,0.58643,5897,4103,4103,85897,,
CIFAR10,CNN,0.75,canberra,7,13.28846,60.328,16.21599,21.41164,0.68863,1.12768,60.3,0.603,0.60172,0.603,0.59898,6030,3970,3970,86030,,
CIFAR10,CNN,0.75,canberra,8,13.14073,62.002,16.08559,21.65407,0.68146,1.36188,54.35,0.5435,0.5967,0.5435,0.54676,5435,4565,4565,85435,,
CIFAR10,CNN,0.75,canberra,9,12.90349,62.766,15.78664,20.85062,0.66948,1.0753,62.28,0.6228,0.63115,0.6228,0.6226,6228,3772,3772,86228,,
CIFAR10,CNN,0.75,canberra,10,12.94691,63.968,15.89602,21.17896,0.68112,1.04442,63.16,0.6316,0.63454,0.6316,0.62821,6316,3684,3684,86316,,
CIFAR10,CNN,0.75,canberra,11,12.61614,64.57,15.47428,20.99894,0.67416,1.14366,60.01,0.6001,0.61422,0.6001,0.60004,6001,3999,3999,86001,,
CIFAR10,CNN,0.75,canberra,12,11.79993,58.68,14.17156,21.26575,0.68836,1.15849,59.07,0.5907,0.60234,0.5907,0.58736,5907,4093,4093,85907,,
CIFAR10,CNN,0.75,canberra,13,12.06974,62.176,14.66067,21.41233,0.67537,1.09811,60.95,0.6095,0.61324,0.6095,0.60592,6095,3905,3905,86095,,
CIFAR10,CNN,0.75,canberra,14,11.13658,60.2,13.33771,20.13056,0.64804,1.20576,56.85,0.5685,0.57414,0.5685,0.56713,5685,4315,4315,85685,,
CIFAR10,CNN,0.75,canberra,15,9.85556,57.922,11.54426,21.05979,0.67683,1.27604,54.36,0.5436,0.55931,0.5436,0.54128,5436,4564,4564,85436,,
CIFAR10,CNN,0.75,canberra,16,10.14475,60.21,12.02013,23.08876,0.69,1.14455,59.67,0.5967,0.59839,0.5967,0.59172,5967,4033,4033,85967,,
CIFAR10,CNN,0.75,canberra,17,10.1224,62.328,12.0643,22.46352,0.67914,1.13653,59.05,0.5905,0.61408,0.5905,0.58317,5905,4095,4095,85905,,
CIFAR10,CNN,0.75,canberra,18,9.75268,63.008,11.60869,22.4896,0.68332,1.0784,61.84,0.6184,0.6178,0.6184,0.61496,6184,3816,3816,86184,,
CIFAR10,CNN,0.75,canberra,19,9.56766,64.53,11.40869,22.20934,0.67114,1.05188,62.94,0.6294,0.63059,0.6294,0.62773,6294,3706,3706,86294,,
CIFAR10,CNN,0.75,canberra,20,9.48626,65.608,11.341,23.02698,0.68097,1.05004,62.51,0.6251,0.63178,0.6251,0.62194,6251,3749,3749,86251,1126.371,1108.69
CIFAR10,CNN,1.0,canberra,1,26.88402,39.234,25.17702,13.65265,0.77843,1.52416,46.25,0.4625,0.46208,0.4625,0.4517,4625,5375,5375,84625,,
CIFAR10,CNN,1.0,canberra,2,25.2415,50.704,23.8592,18.35601,0.75369,1.30353,53.19,0.5319,0.53548,0.5319,0.52376,5319,4681,4681,85319,,
CIFAR10,CNN,1.0,canberra,3,24.82028,55.858,23.57561,20.55479,0.75105,1.17563,58.22,0.5822,0.57838,0.5822,0.5765,5822,4178,4178,85822,,
CIFAR10,CNN,1.0,canberra,4,23.78604,59.496,22.63895,20.82385,0.73817,1.1615,58.47,0.5847,0.59784,0.5847,0.5803,5847,4153,4153,85847,,
CIFAR10,CNN,1.0,canberra,5,22.22749,54.614,20.92863,23.59854,0.80054,1.25429,56.11,0.5611,0.56462,0.5611,0.55726,5611,4389,4389,85611,,
CIFAR10,CNN,1.0,canberra,6,21.78106,58.034,20.5858,24.60255,0.78958,1.16313,58.98,0.5898,0.58519,0.5898,0.58223,5898,4102,4102,85898,,
CIFAR10,CNN,1.0,canberra,7,20.52205,60.016,19.38155,23.33332,0.76821,1.15037,59.62,0.5962,0.59691,0.5962,0.59108,5962,4038,4038,85962,,
CIFAR10,CNN,1.0,canberra,8,19.08825,61.548,17.98689,23.53489,0.76294,1.14255,59.07,0.5907,0.61013,0.5907,0.58707,5907,4093,4093,85907,,
CIFAR10,CNN,1.0,canberra,9,19.12386,62.448,18.05478,23.67982,0.75423,1.08638,61.65,0.6165,0.61873,0.6165,0.61458,6165,3835,3835,86165,,
CIFAR10,CNN,1.0,canberra,10,17.94977,59.75,16.80196,22.88756,0.75645,1.12055,60.79,0.6079,0.62133,0.6079,0.61094,6079,3921,3921,86079,,
CIFAR10,CNN,1.0,canberra,11,17.61015,62.654,16.53949,22.4857,0.73918,1.09364,61.38,0.6138,0.61672,0.6138,0.6104,6138,3862,3862,86138,,
CIFAR10,CNN,1.0,canberra,12,16.86814,63.888,15.83517,22.34203,0.72966,1.07681,62.18,0.6218,0.62691,0.6218,0.6192,6218,3782,3782,86218,,
CIFAR10,CNN,1.0,canberra,13,16.39498,64.756,15.38363,21.88881,0.72235,1.03548,63.25,0.6325,0.63581,0.6325,0.6294,6325,3675,3675,86325,,
CIFAR10,CNN,1.0,canberra,14,16.57688,66.474,15.61725,22.12786,0.71767,0.99661,65.1,0.651,0.64641,0.651,0.64335,6510,3490,3490,86510,,
CIFAR10,CNN,1.0,canberra,15,16.06752,67.274,15.12734,21.67552,0.71174,0.99003,65.4,0.654,0.65413,0.654,0.64991,6540,3460,3460,86540,,
CIFAR10,CNN,1.0,canberra,16,15.4643,66.73,14.47893,21.46671,0.7103,1.49624,47.58,0.4758,0.49286,0.4758,0.47746,4758,5242,5242,84758,,
CIFAR10,CNN,1.0,canberra,17,12.90952,57.568,11.69222,23.79888,0.7928,1.1619,59.4,0.594,0.60769,0.594,0.59403,5940,4060,4060,85940,,
CIFAR10,CNN,1.0,canberra,18,13.51647,61.414,12.40483,24.60752,0.77032,1.15949,59.25,0.5925,0.59625,0.5925,0.59051,5925,4075,4075,85925,,
CIFAR10,CNN,1.0,canberra,19,12.98524,63.154,11.93583,25.28002,0.74684,1.05906,62.97,0.6297,0.62903,0.6297,0.62751,6297,3703,3703,86297,,
CIFAR10,CNN,1.0,canberra,20,13.2484,65.262,12.25467,25.40052,0.74483,1.03213,64.27,0.6427,0.64817,0.6427,0.64311,6427,3573,3573,86427,1148.628,1127.87
CIFAR10,CNN,1.25,canberra,1,27.21864,38.55,20.37303,14.95357,0.72592,1.55304,44.85,0.4485,0.44974,0.4485,0.44441,4485,5515,5515,84485,,
CIFAR10,CNN,1.25,canberra,2,25.49164,47.152,19.20355,18.4274,0.69167,1.42418,48.62,0.4862,0.49662,0.4862,0.47842,4862,5138,5138,84862,,
CIFAR10,CNN,1.25,canberra,3,23.01298,46.988,17.20689,19.09962,0.72108,1.42022,48.79,0.4879,0.48568,0.4879,0.47856,4879,5121,5121,84879,,
CIFAR10,CNN,1.25,canberra,4,21.78721,48.512,16.27071,20.77635,0.71574,1.3948,50.12,0.5012,0.50058,0.5012,0.4923,5012,4988,4988,85012,,
CIFAR10,CNN,1.25,canberra,5,20.25266,51.116,15.1089,21.84786,0.70855,1.32651,52.41,0.5241,0.52305,0.5241,0.51708,5241,4759,4759,85241,,
CIFAR10,CNN,1.25,canberra,6,19.46338,53.162,14.52233,21.78696,0.70307,1.28613,53.65,0.5365,0.53842,0.5365,0.53011,5365,4635,4635,85365,,
CIFAR10,CNN,1.25,canberra,7,18.90508,55.044,14.11813,21.42947,0.68393,1.25218,54.97,0.5497,0.54948,0.5497,0.53951,5497,4503,4503,85497,,
CIFAR10,CNN,1.25,canberra,8,17.39057,53.628,12.86848,21.11214,0.67072,1.24661,55.17,0.5517,0.55314,0.5517,0.54448,5517,4483,4483,85517,,
CIFAR10,CNN,1.25,canberra,9,18.01592,57.116,13.44938,21.91788,0.66805,1.21886,56.33,0.5633,0.56558,0.5633,0.55474,5633,4367,4367,85633,,
CIFAR10,CNN,1.25,canberra,10,17.34938,57.912,12.92959,21.86402,0.67101,1.19526,57.75,0.5775,0.58344,0.5775,0.57379,5775,4225,4225,85775,,
CIFAR10,CNN,1.25,canberra,11,16.44081,59.556,12.23682,21.62907,0.65861,1.13655,59.93,0.5993,0.59806,0.5993,0.59396,5993,4007,4007,85993,,
CIFAR10,CNN,1.25,canberra,12,15.64363,59.854,11.60735,22.41451,0.66556,1.1502,59.19,0.5919,0.58964,0.5919,0.58896,5919,4081,4081,85919,,
CIFAR10,CNN,1.25,canberra,13,15.163,60.696,11.24163,22.36589,0.65724,1.1009,61.42,0.6142,0.61754,0.6142,0.6136,6142,3858,3858,86142,,
CIFAR10,CNN,1.25,canberra,14,14.73382,62.022,10.92237,22.73405,0.67021,1.09313,61.25,0.6125,0.61269,0.6125,0.60959,6125,3875,3875,86125,,
CIFAR10,CNN,1.25,canberra,15,13.53069,61.078,9.93944,23.03752,0.67513,1.13615,59.81,0.5981,0.59553,0.5981,0.59354,5981,4019,4019,85981,,
CIFAR10,CNN,1.25,canberra,16,13.09318,62.578,9.62669,24.0509,0.68418,1.06457,62.92,0.6292,0.63158,0.6292,0.62938,6292,3708,3708,86292,,
CIFAR10,CNN,1.25,canberra,17,13.31635,64.34,9.84477,24.38703,0.68434,1.04858,62.42,0.6242,0.62939,0.6242,0.62307,6242,3758,3758,86242,,
CIFAR10,CNN,1.25,canberra,18,13.24695,62.96,9.7501,25.00021,0.6943,1.09393,61.78,0.6178,0.6237,0.6178,0.61814,6178,3822,3822,86178,,
CIFAR10,CNN,1.25,canberra,19,13.4283,64.41,9.93362,25.65174,0.69886,1.08427,61.71,0.6171,0.63481,0.6171,0.61578,6171,3829,3829,86171,,
CIFAR10,CNN,1.25,canberra,20,13.15672,66.066,9.75226,25.4209,0.68964,1.04438,63.39,0.6339,0.63803,0.6339,0.62832,6339,3661,3661,86339,1080.432,1082.36
CIFAR10,CNN,0.1,bray-curtis,1,1.54142,45.788,0.18874,24.33606,0.8441,1.33281,53.39,0.5339,0.5409,0.5339,0.51864,5339,4661,4661,85339,,
CIFAR10,CNN,0.1,bray-curtis,2,1.23047,57.276,0.17891,32.84228,0.85596,1.19431,57.87,0.5787,0.6166,0.5787,0.57733,5787,4213,4213,85787,,
CIFAR10,CNN,0.1,bray-curtis,3,1.09997,62.058,0.17423,35.02727,0.86175,1.08851,61.15,0.6115,0.6286,0.6115,0.60628,6115,3885,3885,86115,,
CIFAR10,CNN,0.1,bray-curtis,4,1.00142,65.638,0.17078,36.18418,0.86567,1.00556,64.49,0.6449,0.66105,0.6449,0.64125,6449,3551,3551,86449,,
CIFAR10,CNN,0.1,bray-curtis,5,0.9306,68.164,0.16901,36.89122,0.8676,0.94595,67.09,0.6709,0.67675,0.6709,0.66849,6709,3291,3291,86709,,
CIFAR10,CNN,0.1,bray-curtis,6,0.87319,70.386,0.1645,38.41088,0.87294,0.91239,68.19,0.6819,0.69118,0.6819,0.68116,6819,3181,3181,86819,,
CIFAR10,CNN,0.1,bray-curtis,7,0.82549,71.856,0.16052,40.0392,0.87816,0.90487,68.65,0.6865,0.69103,0.6865,0.6832,6865,3135,3135,86865,,
CIFAR10,CNN,0.1,bray-curtis,8,0.78808,73.102,0.15777,41.08612,0.88151,0.87772,69.81,0.6981,0.71368,0.6981,0.70261,6981,3019,3019,86981,,
CIFAR10,CNN,0.1,bray-curtis,9,0.74982,74.662,0.15456,42.6983,0.88569,0.87706,69.71,0.6971,0.70616,0.6971,0.69285,6971,3029,3029,86971,,
CIFAR10,CNN,0.1,bray-curtis,10,0.71837,75.718,0.15144,43.99842,0.88956,0.84782,70.71,0.7071,0.71268,0.7071,0.70782,7071,2929,2929,87071,,
CIFAR10,CNN,0.1,bray-curtis,11,0.68524,76.932,0.14996,45.02431,0.89105,0.84197,71.04,0.7104,0.71585,0.7104,0.71027,7104,2896,2896,87104,,
CIFAR10,CNN,0.1,bray-curtis,12,0.65531,77.864,0.14646,46.83466,0.89572,0.87131,70.75,0.7075,0.71643,0.7075,0.70818,7075,2925,2925,87075,,
CIFAR10,CNN,0.1,bray-curtis,13,0.62705,78.724,0.1452,47.89715,0.89732,0.86349,71.23,0.7123,0.7143,0.7123,0.70804,7123,2877,2877,87123,,
CIFAR10,CNN,0.1,bray-curtis,14,0.59929,79.766,0.14335,49.5825,0.89971,0.85705,71.63,0.7163,0.72002,0.7163,0.71385,7163,2837,2837,87163,,
CIFAR10,CNN,0.1,bray-curtis,15,0.57227,80.624,0.14138,51.05738,0.90216,0.84425,71.53,0.7153,0.72407,0.7153,0.71665,7153,2847,2847,87153,,
CIFAR10,CNN,0.1,bray-curtis,16,0.549,81.424,0.14061,52.00704,0.9031,0.87126,71.31,0.7131,0.71463,0.7131,0.70853,7131,2869,2869,87131,,
CIFAR10,CNN,0.1,bray-curtis,17,0.52762,82.268,0.14028,53.07431,0.90387,0.86368,71.8,0.718,0.71756,0.718,0.71514,7180,2820,2820,87180,,
CIFAR10,CNN,0.1,bray-curtis,18,0.50167,83.23,0.13914,54.39648,0.90507,0.87608,71.5,0.715,0.72018,0.715,0.71163,7150,2850,2850,87150,,
CIFAR10,CNN,0.1,bray-curtis,19,0.47789,83.998,0.13873,55.80463,0.90599,0.92806,70.62,0.7062,0.7151,0.7062,0.7017,7062,2938,2938,87062,,
CIFAR10,CNN,0.1,bray-curtis,20,0.45439,84.984,0.13779,57.25277,0.90734,0.89832,71.92,0.7192,0.72253,0.7192,0.71679,7192,2808,2808,87192,1409.076,1301.735
CIFAR10,CNN,0.25,bray-curtis,1,1.59787,43.908,0.14238,33.12655,0.90168,1.31217,52.66,0.5266,0.54964,0.5266,0.52284,5266,4734,4734,85266,,
CIFAR10,CNN,0.25,bray-curtis,2,1.2779,55.8,0.13013,47.25967,0.91501,1.20647,56.83,0.5683,0.59861,0.5683,0.56858,5683,4317,4317,85683,,
CIFAR10,CNN,0.25,bray-curtis,3,1.15185,60.642,0.12318,52.26869,0.92204,1.07515,62.33,0.6233,0.62474,0.6233,0.62255,6233,3767,3767,86233,,
CIFAR10,CNN,0.25,bray-curtis,4,1.06391,63.832,0.1201,54.51527,0.92428,1.02713,64.61,0.6461,0.65136,0.6461,0.63995,6461,3539,3539,86461,,
CIFAR10,CNN,0.25,bray-curtis,5,1.00082,66.042,0.11695,55.6563,0.92606,0.9767,66.23,0.6623,0.66079,0.6623,0.65771,6623,3377,3377,86623,,
CIFAR10,CNN,0.25,bray-curtis,6,0.94483,67.874,0.11224,58.53572,0.93,0.93794,67.42,0.6742,0.67356,0.6742,0.67216,6742,3258,3258,86742,,
CIFAR10,CNN,0.25,bray-curtis,7,0.89944,69.732,0.10705,61.37956,0.93435,0.92852,67.54,0.6754,0.69175,0.6754,0.67898,6754,3246,3246,86754,,
CIFAR10,CNN,0.25,bray-curtis,8,0.85884,70.92,0.10546,62.48091,0.93524,0.90369,68.84,0.6884,0.69538,0.6884,0.68925,6884,3116,3116,86884,,
CIFAR10,CNN,0.25,bray-curtis,9,0.82132,72.328,0.10242,64.55057,0.9375,0.88258,69.74,0.6974,0.70018,0.6974,0.69706,6974,3026,3026,86974,,
CIFAR10,CNN,0.25,bray-curtis,10,0.78618,73.544,0.09853,67.48729,0.94092,0.87791,70.05,0.7005,0.69922,0.7005,0.69486,7005,2995,2995,87005,,
CIFAR10,CNN,0.25,bray-curtis,11,0.75592,74.622,0.0965,69.45148,0.94253,0.89062,70.0,0.7,0.70003,0.7,0.69671,7000,3000,3000,87000,,
CIFAR10,CNN,0.25,bray-curtis,12,0.73118,75.512,0.09593,70.07163,0.9429,0.87733,70.09,0.7009,0.7085,0.7009,0.70065,7009,2991,2991,87009,,
CIFAR10,CNN,0.25,bray-curtis,13,0.70074,76.592,0.0938,72.5609,0.94474,0.86215,71.02,0.7102,0.71022,0.7102,0.70486,7102,2898,2898,87102,,
CIFAR10,CNN,0.25,bray-curtis,14,0.67555,77.534,0.09252,73.78617,0.94572,0.8774,70.18,0.7018,0.71898,0.7018,0.70474,7018,2982,2982,87018,,
CIFAR10,CNN,0.25,bray-curtis,15,0.64975,78.386,0.09195,75.21273,0.94641,0.86122,71.17,0.7117,0.72026,0.7117,0.71345,7117,2883,2883,87117,,
CIFAR10,CNN,0.25,bray-curtis,16,0.62782,78.984,0.09064,77.5546,0.94755,0.88597,70.22,0.7022,0.71748,0.7022,0.70415,7022,2978,2978,87022,,
CIFAR10,CNN,0.25,bray-curtis,17,0.60226,80.018,0.08923,79.47782,0.94886,0.87291,71.27,0.7127,0.71794,0.7127,0.71124,7127,2873,2873,87127,,
CIFAR10,CNN,0.25,bray-curtis,18,0.58161,80.626,0.08938,80.49163,0.94886,0.95681,69.1,0.691,0.71863,0.691,0.68251,6910,3090,3090,86910,,
CIFAR10,CNN,0.25,bray-curtis,19,0.56011,81.536,0.08807,83.2131,0.95003,0.89468,71.3,0.713,0.71953,0.713,0.71134,7130,2870,2870,87130,,
CIFAR10,CNN,0.25,bray-curtis,20,0.53835,82.254,0.08725,84.80046,0.95076,0.92853,69.97,0.6997,0.71715,0.6997,0.6992,6997,3003,3003,86997,1367.605,1289.255
CIFAR10,CNN,0.5,bray-curtis,1,1.64032,42.982,0.10626,41.51493,0.93403,1.37708,49.1,0.491,0.54809,0.491,0.48023,4910,5090,5090,84910,,
CIFAR10,CNN,0.5,bray-curtis,2,1.31843,54.718,0.09551,60.04171,0.94136,1.21667,56.49,0.5649,0.58747,0.5649,0.56088,5649,4351,4351,85649,,
CIFAR10,CNN,0.5,bray-curtis,3,1.1902,59.466,0.08866,66.8263,0.94661,1.09857,61.34,0.6134,0.61884,0.6134,0.60788,6134,3866,3866,86134,,
CIFAR10,CNN,0.5,bray-curtis,4,1.1009,62.814,0.0853,69.73654,0.94851,1.0716,62.4,0.624,0.65034,0.624,0.62422,6240,3760,3760,86240,,
CIFAR10,CNN,0.5,bray-curtis,5,1.02672,65.094,0.08078,74.08866,0.95151,1.02278,63.53,0.6353,0.66612,0.6353,0.63866,6353,3647,3647,86353,,
CIFAR10,CNN,0.5,bray-curtis,6,0.97033,67.512,0.0768,78.36952,0.95404,0.96473,66.2,0.662,0.67428,0.662,0.65789,6620,3380,3380,86620,,
CIFAR10,CNN,0.5,bray-curtis,7,0.92646,68.95,0.07374,81.62548,0.956,0.95132,66.44,0.6644,0.68442,0.6644,0.66273,6644,3356,3356,86644,,
CIFAR10,CNN,0.5,bray-curtis,8,0.88802,70.398,0.07162,84.4446,0.95731,0.91952,68.15,0.6815,0.69061,0.6815,0.68168,6815,3185,3185,86815,,
CIFAR10,CNN,0.5,bray-curtis,9,0.8523,71.408,0.07015,86.41305,0.95822,0.91303,68.1,0.681,0.69296,0.681,0.68096,6810,3190,3190,86810,,
CIFAR10,CNN,0.5,bray-curtis,10,0.82606,72.356,0.06841,89.37934,0.95963,0.88836,69.15,0.6915,0.69498,0.6915,0.68823,6915,3085,3085,86915,,
CIFAR10,CNN,0.5,bray-curtis,11,0.79183,73.628,0.06789,90.56916,0.96,0.89673,69.11,0.6911,0.7075,0.6911,0.69067,6911,3089,3089,86911,,
CIFAR10,CNN,0.5,bray-curtis,12,0.76386,74.6,0.06567,94.74469,0.96165,0.88241,69.92,0.6992,0.70951,0.6992,0.69757,6992,3008,3008,86992,,
CIFAR10,CNN,0.5,bray-curtis,13,0.73785,75.504,0.0642,98.13485,0.96283,0.92623,68.21,0.6821,0.7028,0.6821,0.6833,6821,3179,3179,86821,,
CIFAR10,CNN,0.5,bray-curtis,14,0.71584,76.274,0.06277,101.19927,0.96389,0.8567,70.72,0.7072,0.71239,0.7072,0.70764,7072,2928,2928,87072,,
CIFAR10,CNN,0.5,bray-curtis,15,0.69592,76.96,0.06299,101.35902,0.9638,0.88315,69.86,0.6986,0.70975,0.6986,0.69835,6986,3014,3014,86986,,
